,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
堀 慎吾,8.0,96.0,-39.0,2.75,2.0,2.0,0.0,4.0,0.25,0.5,0.5,57400.0,6063.63,0.32,0.17,0.22,0.16,5343.75,sakura
渋川 難波,9.0,116.0,-168.3,2.88,1.0,2.0,3.0,3.0,0.11,0.33,0.66,56700.0,8128.57,0.21,0.18,0.12,0.2,3962.5,sakura
滝沢 和典,7.0,90.0,-180.2,3.28,0.0,1.0,3.0,3.0,0.0,0.14,0.57,44200.0,7100.0,0.12,0.27,0.16,0.08,5937.5,konami
佐々木 寿人,9.0,99.0,106.9,2.22,3.0,3.0,1.0,2.0,0.33,0.66,0.77,49200.0,6141.66,0.23,0.21,0.24,0.08,4112.5,konami
高宮 まり,8.0,101.0,2.8,2.37,1.0,4.0,2.0,1.0,0.12,0.62,0.87,48800.0,8642.1,0.24,0.21,0.18,0.1,7109.09,konami
伊達 朱里紗,8.0,101.0,136.8,2.12,3.0,2.0,2.0,1.0,0.37,0.62,0.87,58800.0,8052.94,0.23,0.13,0.16,0.03,4825.0,konami
多井 隆晴,7.0,88.0,19.8,2.28,2.0,3.0,0.0,2.0,0.28,0.71,0.71,46000.0,5785.0,0.22,0.22,0.22,0.17,5300.0,abemas
白鳥 翔,8.0,105.0,178.7,1.87,3.0,3.0,2.0,0.0,0.37,0.75,1.0,77200.0,6086.66,0.29,0.11,0.28,0.11,5083.33,abemas
松本 吉弘,7.0,85.0,106.5,2.14,3.0,1.0,2.0,1.0,0.42,0.57,0.85,57100.0,6228.57,0.24,0.22,0.24,0.14,5500.0,abemas
日向 藍子,8.0,81.0,114.7,2.12,2.0,3.0,3.0,0.0,0.25,0.62,1.0,65800.0,8680.0,0.22,0.19,0.18,0.07,5200.0,abemas
魚谷 侑未,8.0,100.0,70.2,2.25,2.0,3.0,2.0,1.0,0.25,0.62,0.87,43400.0,6708.69,0.21,0.26,0.23,0.1,3820.0,sega_summy
近藤 誠一,8.0,91.0,-225.9,3.12,0.0,2.0,3.0,3.0,0.0,0.25,0.62,34500.0,6345.45,0.18,0.27,0.12,0.1,6370.0,sega_summy
茅森 早香,9.0,127.0,-0.9,2.66,2.0,1.0,4.0,2.0,0.22,0.33,0.77,90000.0,7965.51,0.18,0.3,0.22,0.16,6995.23,sega_summy
東城 りお,5.0,63.0,21.8,2.4,2.0,0.0,2.0,1.0,0.4,0.4,0.8,38400.0,7971.42,0.07,0.17,0.11,0.06,3700.0,sega_summy
萩原 聖人,4.0,53.0,-144.8,3.25,0.0,1.0,1.0,2.0,0.0,0.25,0.5,22900.0,5733.33,0.11,0.28,0.11,0.13,6685.71,raiden
瀬戸熊 直樹,8.0,96.0,-62.7,2.62,1.0,2.0,4.0,1.0,0.12,0.37,0.87,53900.0,6409.52,0.15,0.23,0.21,0.08,6400.0,raiden
黒沢 咲,9.0,117.0,52.5,2.55,2.0,1.0,5.0,1.0,0.22,0.33,0.88,112700.0,7104.16,0.06,0.28,0.2,0.04,4420.0,raiden
本田 朋広,9.0,111.0,109.2,2.22,4.0,2.0,0.0,3.0,0.44,0.66,0.66,63900.0,7232.0,0.23,0.26,0.22,0.09,6600.0,raiden
小林 剛,8.0,100.0,-164.9,3.12,1.0,0.0,4.0,3.0,0.12,0.12,0.62,50900.0,4654.54,0.27,0.18,0.22,0.1,7200.0,u-next
瑞原 明奈,6.0,67.0,182.9,1.83,3.0,2.0,0.0,1.0,0.5,0.83,0.83,73800.0,7994.11,0.2,0.16,0.25,0.1,4000.0,u-next
鈴木 優,9.0,115.0,-75.2,2.66,2.0,1.0,4.0,2.0,0.22,0.33,0.77,45000.0,6800.0,0.27,0.25,0.17,0.09,5827.27,u-next
仲林 圭,9.0,104.0,-44.3,2.44,1.0,5.0,1.0,2.0,0.11,0.66,0.77,44300.0,5480.95,0.34,0.17,0.2,0.08,6444.44,u-next
