,試合数,総局数,ポイント,平着,1位,2位,3位,4位,トップ率,連対率,ラス回避率,ベストスコア,平均打点,副露率,リーチ率,アガリ率,放銃率,放銃平均打点,チーム
滝沢 和典,24.0,292.0,294.2,2.2,9.0,7.0,2.0,6.0,0.37,0.66,0.75,62600.0,7455.73,0.15,0.18,0.2,0.09,5427.58,konami
佐々木 寿人,24.0,295.0,-138.8,2.75,7.0,3.0,3.0,11.0,0.29,0.41,0.54,60200.0,7769.76,0.16,0.24,0.14,0.1,5262.5,konami
高宮 まり,19.0,244.0,-213.7,2.81,4.0,1.0,8.0,6.0,0.21,0.26,0.68,64500.0,6304.16,0.18,0.17,0.19,0.1,6534.61,konami
伊達 朱里紗,21.0,261.0,269.5,2.28,8.0,4.0,4.0,5.0,0.38,0.57,0.76,105500.0,6937.28,0.24,0.23,0.22,0.1,5155.55,konami
多井 隆晴,24.0,287.0,189.5,2.2,5.0,10.0,8.0,1.0,0.2,0.62,0.95,51900.0,6281.35,0.2,0.2,0.2,0.06,5661.11,abemas
白鳥 翔,23.0,280.0,108.8,2.34,6.0,5.0,10.0,2.0,0.26,0.47,0.91,50500.0,6872.22,0.23,0.18,0.19,0.1,5107.14,abemas
松本 吉弘,24.0,287.0,159.2,2.33,6.0,9.0,4.0,5.0,0.25,0.62,0.79,80200.0,6927.94,0.21,0.2,0.23,0.07,6495.45,abemas
日向 藍子,17.0,198.0,-168.5,2.7,3.0,2.0,9.0,3.0,0.17,0.29,0.82,51300.0,6060.0,0.16,0.23,0.17,0.08,5941.17,abemas
魚谷 侑未,24.0,277.0,-42.2,2.58,6.0,4.0,8.0,6.0,0.25,0.41,0.75,58800.0,6457.62,0.24,0.16,0.21,0.08,6429.16,sega_summy
近藤 誠一,22.0,264.0,5.4,2.54,6.0,4.0,6.0,6.0,0.27,0.45,0.72,64400.0,7444.44,0.17,0.17,0.17,0.1,5229.62,sega_summy
茅森 早香,26.0,339.0,251.6,2.23,8.0,9.0,4.0,5.0,0.3,0.65,0.8,62100.0,8083.82,0.18,0.26,0.2,0.12,5569.76,sega_summy
東城 りお,16.0,188.0,55.9,2.5,5.0,2.0,5.0,4.0,0.31,0.43,0.75,77200.0,6513.33,0.2,0.22,0.23,0.13,4712.0,sega_summy
萩原 聖人,20.0,241.0,-350.9,2.95,1.0,5.0,8.0,6.0,0.05,0.3,0.7,44700.0,7442.85,0.12,0.29,0.14,0.09,5245.83,raiden
瀬戸熊 直樹,21.0,250.0,-405.5,3.0,3.0,4.0,4.0,10.0,0.14,0.33,0.52,48400.0,6928.57,0.14,0.26,0.14,0.16,4992.68,raiden
黒沢 咲,23.0,293.0,-148.8,2.65,6.0,5.0,3.0,9.0,0.26,0.47,0.6,53500.0,6701.92,0.06,0.23,0.17,0.11,5345.45,raiden
本田 朋広,24.0,292.0,-307.8,2.77,3.0,6.0,8.0,7.0,0.12,0.37,0.7,47400.0,6379.54,0.2,0.21,0.15,0.11,5382.35,raiden
小林 剛,28.0,344.0,90.5,2.44,6.0,8.0,9.0,5.0,0.21,0.5,0.82,54200.0,6125.33,0.33,0.17,0.21,0.09,5181.25,u-next
朝倉 康心,23.0,297.0,68.8,2.47,6.0,7.0,3.0,7.0,0.26,0.56,0.69,102400.0,6234.32,0.24,0.22,0.22,0.09,6989.28,u-next
石橋 伸洋,17.0,201.0,-286.4,2.88,2.0,3.0,7.0,5.0,0.11,0.29,0.7,58600.0,5948.64,0.25,0.21,0.18,0.09,6125.0,u-next
瑞原 明奈,20.0,227.0,427.9,1.9,7.0,10.0,1.0,2.0,0.35,0.85,0.9,66100.0,6190.16,0.19,0.29,0.26,0.05,4169.23,u-next
