チーム,選手名,園田 賢,村上 淳,鈴木 たろう,丸山 奏子,二階堂 亜樹,勝又 健志,松ヶ瀬 隆弥,二階堂 瑠美,内川 幸太郎,岡田 紗佳,沢崎 誠,堀 慎吾,滝沢 和典,佐々木 寿人,高宮 まり,伊達 朱里紗,多井 隆晴,白鳥 翔,松本 吉弘,日向 藍子,魚谷 侑未,近藤 誠一,茅森 早香,東城 りお,萩原 聖人,瀬戸熊 直樹,黒沢 咲,本田 朋広,小林 剛,朝倉 康心,石橋 伸洋,瑞原 明奈
MLeague_stats2021-11-27,ポイント,38.3,-305.2,35.4,47.3,89.3,280.7,188.5,43.8,-28.9,-153.1,126.6,176.4,163.9,-78.7,-12.9,277.5,19.3,70.0,5.6,-189.0,-61.0,-73.0,31.2,-53.3,-153.3,-59.7,-155.0,-96.0,-88.9,-42.9,-102.0,59.1
MLeague_stats2021-11-27,平着,2.4,3.25,2.33,2.2,2.12,1.66,2.0,2.28,2.71,2.92,2.12,2.04,2.0,2.88,2.64,1.87,2.42,2.25,2.44,3.12,2.66,2.77,2.37,3.0,3.0,2.75,3.0,2.72,2.85,2.54,2.83,2.12
MLeague_stats2021-11-27,1位,2.0,1.0,3.0,2.0,1.0,6.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0
MLeague_stats2021-11-27,2位,3.0,1.0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0
MLeague_stats2021-11-27,3位,4.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0
MLeague_stats2021-11-27,4位,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0
MLeague_stats2021-11-27,トップ率,0.2,0.12,0.33,0.4,0.12,0.66,0.5,0.28,0.28,0.0,0.5,0.3,0.5,0.33,0.28,0.5,0.28,0.25,0.11,0.0,0.22,0.11,0.25,0.16,0.12,0.25,0.14,0.11,0.14,0.18,0.0,0.12
MLeague_stats2021-11-27,連対率,0.5,0.25,0.55,0.6,0.87,0.77,0.62,0.71,0.42,0.28,0.62,0.7,0.62,0.33,0.28,0.62,0.42,0.5,0.66,0.12,0.33,0.44,0.62,0.33,0.25,0.5,0.28,0.33,0.28,0.54,0.33,0.87
MLeague_stats2021-11-27,ラス回避率,0.9,0.37,0.77,0.8,0.87,0.88,0.87,0.71,0.57,0.71,0.75,0.9,0.87,0.44,0.71,1.0,0.85,1.0,0.77,0.75,0.77,0.66,0.75,0.5,0.62,0.5,0.57,0.77,0.71,0.72,0.83,0.87
MLeague_stats2021-11-27,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,60100.0,66700.0,44300.0,33500.0,48200.0,61800.0,62600.0,56200.0,52100.0,105500.0,51900.0,43500.0,45400.0,35400.0,44800.0,57200.0,62100.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-27,平均打点,5368.0,5900.0,7538.88,5183.33,6845.83,7072.41,7352.38,6890.47,8316.66,6550.0,6485.0,6493.1,7062.5,5493.75,5966.66,8307.14,5164.28,7163.15,6926.92,5600.0,6920.0,7811.11,9188.88,6329.41,6435.29,6828.57,5852.94,6947.05,6431.25,5103.22,6053.84,4390.9
MLeague_stats2021-11-27,副露率,0.34,0.19,0.17,0.3,0.15,0.31,0.13,0.2,0.15,0.17,0.18,0.22,0.14,0.13,0.22,0.26,0.18,0.21,0.2,0.15,0.21,0.14,0.17,0.17,0.11,0.11,0.08,0.22,0.21,0.24,0.31,0.18
MLeague_stats2021-11-27,リーチ率,0.23,0.19,0.18,0.18,0.23,0.18,0.24,0.22,0.21,0.25,0.17,0.17,0.2,0.21,0.17,0.25,0.23,0.2,0.17,0.26,0.16,0.17,0.29,0.23,0.27,0.26,0.21,0.17,0.22,0.26,0.15,0.3
MLeague_stats2021-11-27,アガリ率,0.22,0.1,0.16,0.22,0.23,0.23,0.23,0.24,0.13,0.2,0.19,0.25,0.25,0.14,0.21,0.26,0.18,0.2,0.23,0.15,0.18,0.16,0.17,0.24,0.16,0.15,0.18,0.15,0.19,0.21,0.19,0.26
MLeague_stats2021-11-27,放銃率,0.07,0.22,0.12,0.11,0.08,0.1,0.1,0.14,0.12,0.15,0.04,0.08,0.11,0.07,0.07,0.13,0.11,0.11,0.05,0.1,0.12,0.11,0.14,0.1,0.13,0.15,0.14,0.11,0.11,0.1,0.1,0.08
MLeague_stats2021-11-27,放銃平均打点,6975.0,6957.89,5507.69,3516.66,5833.33,5200.0,3540.0,6941.66,3800.0,7825.0,5340.0,5850.0,4345.45,4050.0,5766.66,5257.14,4733.33,4327.27,6533.33,4588.88,6615.38,5400.0,5926.66,4600.0,5335.71,5200.0,6476.92,6123.07,6160.0,7313.33,6471.42,3771.42
MLeague_stats2021-11-27,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-22,試合数,8.0,8.0,8.0,4.0,6.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,6.0,5.0,8.0,7.0,6.0,7.0,7.0,9.0,6.0,6.0
MLeague_stats2021-11-22,総局数,89.0,86.0,94.0,40.0,74.0,106.0,91.0,73.0,89.0,62.0,86.0,88.0,81.0,99.0,72.0,95.0,76.0,83.0,76.0,75.0,107.0,94.0,75.0,55.0,103.0,75.0,79.0,84.0,84.0,121.0,66.0,58.0
MLeague_stats2021-11-22,ポイント,71.2,-305.2,61.2,97.0,67.4,224.7,188.5,32.6,-28.9,-123.1,187.6,36.8,97.2,-25.6,33.4,217.9,19.3,11.3,57.7,-164.0,-61.0,-64.1,-64.3,-30.9,-153.3,2.7,-101.3,-85.2,-88.9,-54.6,-102.0,45.9
MLeague_stats2021-11-22,平着,2.25,3.25,2.25,1.75,2.16,1.75,2.0,2.33,2.71,2.91,1.85,2.31,2.14,2.75,2.41,2.0,2.42,2.42,2.28,3.14,2.66,2.75,2.66,3.0,3.0,2.57,2.83,2.78,2.85,2.55,2.83,2.16
MLeague_stats2021-11-22,1位,2.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,0.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
MLeague_stats2021-11-22,2位,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0
MLeague_stats2021-11-22,3位,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0
MLeague_stats2021-11-22,4位,1.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
MLeague_stats2021-11-22,トップ率,0.25,0.12,0.37,0.5,0.16,0.62,0.5,0.33,0.28,0.0,0.57,0.12,0.42,0.37,0.33,0.42,0.28,0.14,0.14,0.0,0.22,0.12,0.16,0.2,0.12,0.28,0.16,0.14,0.14,0.11,0.0,0.16
MLeague_stats2021-11-22,連対率,0.62,0.25,0.62,0.75,0.83,0.75,0.62,0.66,0.42,0.33,0.71,0.62,0.57,0.37,0.33,0.57,0.42,0.42,0.71,0.14,0.33,0.5,0.5,0.4,0.25,0.57,0.33,0.28,0.28,0.55,0.33,0.83
MLeague_stats2021-11-22,ラス回避率,0.87,0.37,0.75,1.0,0.83,0.87,0.87,0.66,0.57,0.66,0.85,0.87,0.85,0.5,0.83,1.0,0.85,1.0,0.85,0.71,0.77,0.62,0.66,0.4,0.62,0.57,0.66,0.71,0.71,0.77,0.83,0.83
MLeague_stats2021-11-22,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,60100.0,66700.0,44300.0,33500.0,48200.0,43900.0,62600.0,56200.0,52100.0,105500.0,51900.0,43500.0,45400.0,35400.0,44800.0,57200.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-22,平均打点,4680.95,5900.0,7276.47,5181.81,7123.52,6676.92,7352.38,7311.76,8316.66,6776.92,6668.42,6325.0,7178.94,5678.57,5966.66,8650.0,5164.28,6561.11,6965.0,5433.33,6920.0,7757.14,7283.33,6550.0,6435.29,7238.46,5852.94,7925.0,6431.25,5121.73,6053.84,3822.22
MLeague_stats2021-11-22,副露率,0.34,0.19,0.18,0.32,0.18,0.33,0.13,0.16,0.15,0.19,0.22,0.21,0.11,0.12,0.22,0.26,0.18,0.21,0.22,0.16,0.21,0.14,0.18,0.2,0.11,0.12,0.08,0.22,0.21,0.25,0.31,0.22
MLeague_stats2021-11-22,リーチ率,0.21,0.19,0.18,0.22,0.16,0.16,0.24,0.23,0.21,0.25,0.17,0.19,0.2,0.22,0.2,0.24,0.23,0.19,0.19,0.25,0.16,0.17,0.3,0.25,0.27,0.28,0.2,0.15,0.22,0.25,0.15,0.34
MLeague_stats2021-11-22,アガリ率,0.23,0.1,0.18,0.27,0.22,0.24,0.23,0.23,0.13,0.2,0.22,0.22,0.23,0.14,0.25,0.25,0.18,0.21,0.26,0.16,0.18,0.14,0.16,0.25,0.16,0.17,0.21,0.14,0.19,0.19,0.19,0.31
MLeague_stats2021-11-22,放銃率,0.04,0.22,0.1,0.12,0.1,0.1,0.1,0.15,0.12,0.16,0.05,0.1,0.11,0.07,0.08,0.12,0.11,0.13,0.06,0.09,0.12,0.11,0.16,0.09,0.13,0.16,0.13,0.13,0.11,0.09,0.1,0.12
MLeague_stats2021-11-22,放銃平均打点,7200.0,6957.89,5970.0,3180.0,5062.5,5327.27,3540.0,7336.36,3800.0,7990.0,5340.0,6333.33,3844.44,2914.28,5766.66,5141.66,4733.33,4327.27,5440.0,4000.0,6615.38,5518.18,6516.66,4880.0,5335.71,5308.33,6572.72,6272.72,6160.0,6945.45,6471.42,3771.42
MLeague_stats2021-11-22,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
